method,dataset,scale,image_name,base_name,hr_path,lr_path,pred_path,error,width,height,crop_border,psnr_rgb,ssim_rgb,psnr_y,ssim_y
Bicubic,B100,4,134035.png,134035,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/134035.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/134035x4.png,,,480,320,4,21.032126266247264,0.627737322994877,22.468291349880868,0.6471718929655966
Bicubic,B100,4,14037.png,14037,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/14037.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/14037x4.png,,,480,320,4,31.106530777934548,0.8375599494308027,32.48225667025352,0.8613998619737361
Bicubic,B100,4,143090.png,143090,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/143090.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/143090x4.png,,,480,320,4,29.892407520462136,0.8506508553084796,31.55383122083871,0.8671848749511067
Bicubic,B100,4,145086.png,145086,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/145086.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/145086x4.png,,,480,320,4,22.859997488644467,0.6373629963020019,24.14458852142006,0.670768172851312
Bicubic,B100,4,147091.png,147091,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/147091.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/147091x4.png,,,480,320,4,23.15291875248736,0.7380429608490525,24.51860097475781,0.7630860131713346
Bicubic,B100,4,148026.png,148026,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/148026.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/148026x4.png,,,320,480,4,19.430074929676355,0.5474893532003838,20.669615286985913,0.5777175329980438
Bicubic,B100,4,148089.png,148089,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/148089.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/148089x4.png,,,480,320,4,21.228040590146296,0.5153872630927024,22.494237144354543,0.545583939278934
Bicubic,B100,4,156065.png,156065,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/156065.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/156065x4.png,,,480,320,4,23.07344569801167,0.5055052831646175,24.358994696318337,0.5403674687961488
Bicubic,B100,4,157055.png,157055,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/157055.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/157055x4.png,,,480,320,4,23.62310444385301,0.7026800133492065,25.035300437781444,0.7234261436734217
Bicubic,B100,4,159008.png,159008,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/159008.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/159008x4.png,,,480,320,4,24.36424467123893,0.7414430297156552,25.57274069346258,0.7686791607059588
Bicubic,B100,4,160068.png,160068,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/160068.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/160068x4.png,,,480,320,4,24.370030328100135,0.7811686425497424,25.60206264625544,0.7977635932926694
Bicubic,B100,4,16077.png,16077,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/16077.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/16077x4.png,,,480,320,4,25.10688951180308,0.6664387532939283,26.42046765226275,0.6969736820268307
Bicubic,B100,4,163085.png,163085,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/163085.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/163085x4.png,,,480,320,4,27.086472453328035,0.7515319862404963,28.49624314622172,0.7677851051422638
Bicubic,B100,4,167062.png,167062,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/167062.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/167062x4.png,,,480,320,4,26.917632627159698,0.8246534075753139,28.203769911322304,0.8461589980419468
Bicubic,B100,4,167083.png,167083,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/167083.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/167083x4.png,,,320,480,4,18.031220673511427,0.4447057813911285,19.33496586151996,0.4592901118727886
Bicubic,B100,4,170057.png,170057,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/170057.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/170057x4.png,,,480,320,4,27.32113227895147,0.7513595678115376,28.602317504759665,0.7793964027477481
Bicubic,B100,4,175032.png,175032,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/175032.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/175032x4.png,,,320,480,4,19.204707584284193,0.3535089387264206,20.484970251963993,0.3761793574734164
Bicubic,B100,4,175043.png,175043,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/175043.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/175043x4.png,,,480,320,4,22.738598262461636,0.586969484945512,24.038698251635793,0.6097871771246098
Bicubic,B100,4,182053.png,182053,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/182053.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/182053x4.png,,,480,320,4,22.01003380867,0.684851628768358,23.296878284231944,0.7051941195836166
Bicubic,B100,4,189080.png,189080,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/189080.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/189080x4.png,,,320,480,4,29.62527472199254,0.828910048928103,30.88007596046985,0.8568357828505676
Bicubic,B100,4,19021.png,19021,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/19021.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/19021x4.png,,,480,320,4,24.09197530729103,0.6623772429507309,25.457138608261445,0.6910989192544759
Bicubic,B100,4,196073.png,196073,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/196073.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/196073x4.png,,,480,320,4,26.165320994186448,0.4344036153829704,27.486736095236736,0.4881175743763454
Bicubic,B100,4,197017.png,197017,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/197017.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/197017x4.png,,,480,320,4,25.526812778767894,0.648805351633644,26.84105785792715,0.6774634906944514
Bicubic,B100,4,208001.png,208001,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/208001.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/208001x4.png,,,320,480,4,25.916621318858994,0.6465310815656494,27.089369112560128,0.6852022205307113
Bicubic,B100,4,210088.png,210088,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/210088.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/210088x4.png,,,320,480,4,27.61177723086469,0.8457613683592994,29.132215597654323,0.8643933938177609
Bicubic,B100,4,21077.png,21077,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/21077.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/21077x4.png,,,480,320,4,23.555671092549733,0.6453514633940102,24.88804760420347,0.680499567982725
Bicubic,B100,4,216081.png,216081,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/216081.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/216081x4.png,,,480,320,4,23.097011918961297,0.6264781225488858,24.33399811938478,0.6591350161522838
Bicubic,B100,4,219090.png,219090,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/219090.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/219090x4.png,,,480,320,4,23.97257546541807,0.6801726605684056,25.262364596355106,0.7116743005808011
Bicubic,B100,4,220075.png,220075,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/220075.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/220075x4.png,,,480,320,4,24.057498851615783,0.7948939374109817,25.353778884679578,0.8164561617338886
Bicubic,B100,4,223061.png,223061,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/223061.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/223061x4.png,,,480,320,4,22.53404421720387,0.5969869131563001,23.86058918642992,0.6173685469823029
Bicubic,B100,4,227092.png,227092,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/227092.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/227092x4.png,,,320,480,4,31.2908244527374,0.8096885928585206,32.72821637640143,0.8319231311617427
Bicubic,B100,4,229036.png,229036,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/229036.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/229036x4.png,,,480,320,4,20.20173954769609,0.5182110437562676,21.521825113718492,0.5443454058753625
Bicubic,B100,4,236037.png,236037,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/236037.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/236037x4.png,,,480,320,4,22.86118935317441,0.5722005290973841,24.2219122453458,0.5910209294478083
Bicubic,B100,4,24077.png,24077,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/24077.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/24077x4.png,,,480,320,4,21.97619693091572,0.7535495121944229,23.397851257778104,0.7697481110999889
Bicubic,B100,4,241004.png,241004,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/241004.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/241004x4.png,,,480,320,4,29.510050178401315,0.7852635647824712,30.87806633983697,0.8141208824457618
Bicubic,B100,4,241048.png,241048,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/241048.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/241048x4.png,,,480,320,4,22.817919967023865,0.5569918120335351,24.136717713281545,0.5817509701905054
Bicubic,B100,4,253027.png,253027,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/253027.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/253027x4.png,,,480,320,4,19.965834284420183,0.6185647844812842,21.298409821336392,0.6432904556312475
Bicubic,B100,4,253055.png,253055,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/253055.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/253055x4.png,,,480,320,4,29.751419395147806,0.7889202949370505,31.04559412874207,0.8163729917088062
Bicubic,B100,4,260058.png,260058,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/260058.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/260058x4.png,,,480,320,4,30.570856266592795,0.7376485211960574,31.892591026510143,0.7737255247377665
Bicubic,B100,4,271035.png,271035,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/271035.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/271035x4.png,,,320,480,4,24.36624234093945,0.6659062200241407,25.67977967528669,0.6963677311109541
Bicubic,B100,4,285079.png,285079,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/285079.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/285079x4.png,,,320,480,4,22.48111730796291,0.5861575651620888,23.776062632194787,0.6161055237611291
Bicubic,B100,4,291000.png,291000,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/291000.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/291000x4.png,,,480,320,4,19.564843734109857,0.3668263450294766,20.95941103796156,0.3891641172770811
Bicubic,B100,4,295087.png,295087,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/295087.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/295087x4.png,,,480,320,4,25.30064457967747,0.6652055930584013,26.664361223329752,0.685918988784306
Bicubic,B100,4,296007.png,296007,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/296007.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/296007x4.png,,,480,320,4,30.185660682772184,0.7458443412014426,31.50709202983809,0.7783565991471872
Bicubic,B100,4,296059.png,296059,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/296059.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/296059x4.png,,,480,320,4,28.114004712692303,0.7129298139765771,29.44518668621275,0.7461873104244264
Bicubic,B100,4,299086.png,299086,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/299086.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/299086x4.png,,,480,320,4,29.46346127267025,0.7502512652830045,30.821889497133597,0.7826497218457964
Bicubic,B100,4,300091.png,300091,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/300091.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/300091x4.png,,,480,320,4,26.030736125809884,0.7231697278601675,27.40457309984441,0.7517901521920329
Bicubic,B100,4,302008.png,302008,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/302008.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/302008x4.png,,,320,480,4,25.906723349027885,0.8922946612146626,27.30720967428484,0.9039501890912772
Bicubic,B100,4,304034.png,304034,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/304034.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/304034x4.png,,,480,320,4,22.213455629266974,0.6014816975298082,23.476259749332208,0.6283788757837995
Bicubic,B100,4,304074.png,304074,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/304074.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/304074x4.png,,,320,480,4,23.42162491320509,0.5462352878134974,24.738588609234625,0.5799806878266264
Bicubic,B100,4,306005.png,306005,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/306005.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/306005x4.png,,,480,320,4,25.390095341022565,0.7350063819936553,26.768011464291057,0.7567181299132327
Bicubic,B100,4,3096.png,3096,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/3096.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/3096x4.png,,,480,320,4,33.468411795983044,0.9530098229575628,34.901891402758174,0.9615619509179676
Bicubic,B100,4,33039.png,33039,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/33039.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/33039x4.png,,,320,480,4,18.750435590206585,0.51134860487174,20.046400372980465,0.5277394028686934
Bicubic,B100,4,351093.png,351093,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/351093.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/351093x4.png,,,480,320,4,20.68310420643543,0.5899562645305604,21.9848188053097,0.6119017928444443
Bicubic,B100,4,361010.png,361010,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/361010.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/361010x4.png,,,480,320,4,25.03195735693368,0.7127968033850274,26.31253969766994,0.750228751886009
Bicubic,B100,4,37073.png,37073,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/37073.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/37073x4.png,,,480,320,4,26.71382743179226,0.7034440093247083,27.99578830532428,0.7421330161091262
Bicubic,B100,4,376043.png,376043,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/376043.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/376043x4.png,,,320,480,4,23.177086122301183,0.5321557077685949,24.5633750569416,0.5525898403131562
Bicubic,B100,4,38082.png,38082,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/HR/38082.png,/Users/hyp666/Desktop/申请材料/datasets/imageSR/B100/LR_bicubic/X4/38082x4.png,,,480,320,4,25.402180877963648,0.5571538186839469,26.724403623675673,0.5879774844038578
